longen	exp_group	start_date	end_date	measure_date	volume
CRC1264LMX0A03010SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-16	172.356
CRC1264LMX0A03010SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-23	272.792
CRC1264LMX0A03010SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-30	364.33
CRC1264LMX0A03010SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-07	604.392
CRC1264LMX0A03010SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-13	631.433
CRC1264LMX0A03010SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-20	695.337
CRC1264LMX0A03010SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-27	983.684
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-09	69.229
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-16	68.412
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-23	55.496
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-02	94.768
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-09	337.19
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-16	134.146
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-23	148.255
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-30	193.753
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-07	186.888
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-13	421.613
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-20	249.43
CRC1264LMX0A03014SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-27	573.624
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-09	89.672
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-16	46.115
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-23	72.49
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-02	146.561
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-09	256.846
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-16	130.004
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-23	122.863
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-30	213.984
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-07	526.69
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-13	1015.15
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-20	1096.855
CRC1264LMX0A03021SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-27	1358.034
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-09	0.611
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-16	0.463
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-23	62.329
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-02	2.267
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-09	203.228
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-16	302.272
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-23	208.924
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-30	303.164
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-07	513.784
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-13	694.237
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-20	971.925
CRC1264LMX0A03028SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-27	1202.124
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-09	93.928
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-16	75.065
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-23	95.247
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-02	204.875
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-09	548.364
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-16	601.202
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-23	517.13
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-30	677.036
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-07	915.882
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-13	1286.377
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-20	1441.643
CRC1264LMX0A03033SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-27	1462.216
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-09	53.059
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-16	43.614
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-02-23	117.725
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-02	96.309
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-09	463.819
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-16	294.313
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-23	315.443
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-03-30	321.789
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-07	455.429
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-13	909.418
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-20	1068.141
CRC1264LMX0A03039SCR000000	BOSE_CRC1264LMX0A.2015-02-04.0	2015-03-09 08:30:00+00:00	2015-04-21 08:30:00+00:00	2015-04-27	609.312
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	70.987
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	128.675
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	99.868
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	388.472
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	877.161
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	357.357
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	263.062
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	201.318
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	365.798
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	466.093
CRC0069LMX0A07014SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	387.897
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	88.384
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	42.185
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	112.842
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	433.579
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	932.539
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	386.61
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	143.989
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	284.337
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	99.416
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	140.625
CRC0069LMX0A07016SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	92.556
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	110.181
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	51.291
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	178.821
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	534.973
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	707.922
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	310.611
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	178.167
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	216.365
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	84.535
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	103.569
CRC0069LMX0A07020SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	60.965
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	79.685
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	48.397
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	223.852
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	677.992
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	1054.087
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	583.662
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	373.87
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	325.634
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	268.454
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	393.756
CRC0069LMX0A07026SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	227.356
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	44.46
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	131.006
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	106.022
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	241.197
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	1002.257
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	399.33
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	276.326
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	328.187
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	157.066
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	382.606
CRC0069LMX0A07059SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	250.853
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	70.305
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	60.979
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	232.271
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	688.533
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	1184.489
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	829.296
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	562.345
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	430.555
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	496.171
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	530.929
CRC0069LMX0A07041SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	323.765
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	38.371
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	41.191
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	203.23
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	351.509
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	745.252
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	682.746
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	285.476
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	337.982
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	510.613
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	781.696
CRC0069LMX0A07044SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	454.265
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-02-23	40.737
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-02	68.957
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-09	47.912
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-16	355.072
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-23	861.614
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-03-30	536.223
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-07	273.384
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-13	437.463
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-20	302.683
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-04-27	926.165
CRC0069LMX0A07048SCR000000	TANKIRASE_CRC0069LMX0A.2015-02-17.0	2015-03-25 08:30:00+00:00	2015-05-05 10:54:06+00:00	2015-05-04	554.555
